productsku,calendar_year,calendar_month,inventory,sales,retailer
19439,2019,1,2976,67283,10003
43998,2019,1,2928,69017,10003
5345,2019,1,2465,23437,10003
9792,2019,1,3182,89645,10003
13354,2019,1,3706,82547,10003
17346,2019,1,4998,14905,10003
28913,2019,1,3245,52299,10003
35443,2019,1,769,79452,10003
43549,2019,1,2386,75976,10003
32248,2019,1,208,16347,10003
45281,2019,1,1463,93862,10003
45211,2019,1,2799,14447,10003
8595,2019,1,2178,17766,10003
2105,2019,1,385,60814,10003
5527,2019,1,3161,14779,10003
5854,2019,1,2098,91625,10003
10629,2019,1,1209,44570,10003
25288,2019,1,1041,18954,10003
22244,2019,1,604,12538,10003
1641,2019,1,1381,89090,10003
43547,2019,1,1204,97677,10003
10410,2019,1,377,68933,10003
4357,2019,1,843,13800,10003
4109,2019,1,3941,28724,10003
37558,2019,1,4771,61729,10003
24400,2019,1,423,82610,10003
29417,2019,1,4048,49005,10003
31531,2019,1,546,70953,10003
13621,2019,1,4958,21402,10003
7229,2019,1,3910,41298,10003
2305,2019,1,4858,54911,10003
1248,2019,1,4172,34392,10003
9525,2019,1,291,78331,10003
45292,2019,1,4649,3874,10003
34037,2019,1,788,19491,10003
4577,2019,1,3143,65454,10003
35377,2019,1,4863,65525,10003
2278,2019,1,4072,10792,10003
6283,2019,1,1269,23619,10003
9188,2019,1,4608,58907,10003
26952,2019,1,410,8341,10003
32959,2019,1,2991,33875,10003
3881,2019,1,2427,41706,10003
15370,2019,1,539,43175,10003
43008,2019,1,817,74600,10003
28986,2019,1,1656,56976,10003
19930,2019,1,1,36416,10003
23122,2019,1,3213,79457,10003
5456,2019,1,3037,15564,10003
9597,2019,1,1289,50380,10003
48598,2019,1,806,92621,10003
39699,2019,1,2203,95322,10003
46972,2019,1,1378,66073,10003
8267,2019,1,2896,50830,10003
6701,2019,1,4765,87627,10003
14008,2019,1,4856,1416,10003
9508,2019,1,1678,82649,10003
3316,2019,1,510,94691,10003
11326,2019,1,1018,1332,10003
7239,2019,1,1680,36791,10003
3394,2019,1,2803,78202,10003
15493,2019,1,2824,84052,10003
17816,2019,1,2041,56059,10003
41671,2019,1,4367,82872,10003
32695,2019,1,3015,1676,10003
31065,2019,1,1332,73610,10003
40315,2019,1,3053,62793,10003
32332,2019,1,4978,93101,10003
20347,2019,1,1394,53454,10003
25901,2019,1,234,52273,10003
44112,2019,1,4922,11846,10003
27424,2019,1,3303,77562,10003
22585,2019,1,866,27210,10003
4457,2019,1,719,77791,10003
10793,2019,1,142,82709,10003
10096,2019,1,1955,97497,10003
46545,2019,1,4954,96179,10003
43740,2019,1,673,84025,10003
37338,2019,1,3753,63492,10003
37598,2019,1,161,61475,10003
37404,2019,1,1895,11243,10003
5115,2019,1,1398,95203,10003
22394,2019,1,1667,14361,10003
34713,2019,1,2773,76578,10003
49823,2019,1,781,34477,10003
25123,2019,1,453,51527,10003
39496,2019,1,774,42548,10003
38216,2019,1,843,96789,10003
6496,2019,1,2274,52001,10003
48119,2019,1,3651,30834,10003
38666,2019,1,3874,6123,10003
38758,2019,1,1466,86585,10003
33364,2019,1,1451,92215,10003
13998,2019,1,1800,60273,10003
17492,2019,1,1225,33675,10003
9328,2019,1,388,32557,10003
32023,2019,1,3963,91884,10003
24994,2019,1,4413,28351,10003
10946,2019,1,676,63952,10003
20908,2019,1,3128,14132,10003
49993,2019,1,1038,96730,10003
22422,2019,1,90,31541,10003
1351,2019,1,1021,45318,10003
47083,2019,1,3213,99496,10003
23343,2019,1,927,28885,10003
49986,2019,1,942,53110,10003
10592,2019,1,1842,88582,10003
37417,2019,1,133,40204,10003
42178,2019,1,2903,22850,10003
21461,2019,1,51,78712,10003
39427,2019,1,2345,71605,10003
21978,2019,1,3759,44100,10003
22485,2019,1,326,51412,10003
31776,2019,1,3977,78650,10003
41044,2019,1,719,7111,10003
16411,2019,1,4552,35186,10003
49459,2019,1,2888,62288,10003
37864,2019,1,4792,96804,10003
47738,2019,1,2397,47649,10003
16828,2019,1,2423,22253,10003
4781,2019,1,2447,6556,10003
28663,2019,1,3436,31231,10003
36182,2019,1,866,98503,10003
3921,2019,1,3159,60117,10003
16527,2019,1,3856,63746,10003
7290,2019,1,3364,14578,10003
15957,2019,1,1632,9786,10003
48488,2019,1,3091,55180,10003
29270,2019,1,2183,55472,10003
35332,2019,1,144,83738,10003
47314,2019,1,2003,72333,10003
46826,2019,1,1945,30854,10003
4676,2019,1,4798,38837,10003
9829,2019,1,3003,53619,10003
45368,2019,1,3505,8786,10003
26844,2019,1,4723,74683,10003
6603,2019,1,1496,5428,10003
17807,2019,1,4120,9087,10003
24120,2019,1,1119,88117,10003
10015,2019,1,4028,82998,10003
8558,2019,1,4192,56114,10003
42807,2019,1,4484,56198,10003
49642,2019,1,2668,73042,10003
16440,2019,1,1110,62297,10003
25402,2019,1,1693,11461,10003
26593,2019,1,3801,46803,10003
17330,2019,1,1624,86850,10003
37557,2019,1,3323,64854,10003
45395,2019,1,3024,12354,10003
2689,2019,1,2591,78606,10003
42211,2019,1,4597,72359,10003
6516,2019,1,472,3568,10003
34420,2019,1,1210,33612,10003
49336,2019,1,4137,41001,10003
23093,2019,1,3806,11826,10003
14739,2019,1,2664,44788,10003
39936,2019,1,3373,18069,10003
29675,2019,1,3226,54972,10003
17557,2019,1,2546,94003,10003
14222,2019,1,1619,9137,10003
1692,2019,1,1388,51253,10003
44957,2019,1,2355,93061,10003
46308,2019,1,2312,31673,10003
19647,2019,1,1313,70288,10003
42078,2019,1,68,91046,10003
25763,2019,1,1203,95155,10003
3815,2019,1,528,45200,10003
48987,2019,1,1148,29064,10003
39821,2019,1,3491,64757,10003
17569,2019,1,4034,25922,10003
1818,2019,1,3182,24925,10003
7051,2019,1,2817,48770,10003
33217,2019,1,3174,64265,10003
18480,2019,1,1980,73506,10003
12959,2019,1,2038,62932,10003
34169,2019,1,3879,46135,10003
17546,2019,1,2399,41225,10003
21615,2019,1,2755,23318,10003
30089,2019,1,2021,54066,10003
29635,2019,1,278,21367,10003
27098,2019,1,3984,70002,10003
49324,2019,1,2889,18767,10003
47949,2019,1,1075,96998,10003
9802,2019,1,743,18186,10003
33887,2019,1,734,52347,10003
4023,2019,1,151,24166,10003
48550,2019,1,4663,11113,10003
20271,2019,1,233,92092,10003
47907,2019,1,3117,20044,10003
37748,2019,1,4940,60599,10003
17455,2019,1,2184,56608,10003
1236,2019,1,1237,35393,10003
49564,2019,1,14,7629,10003
7158,2019,1,193,49205,10003
14206,2019,1,4418,9820,10003
22042,2019,1,396,49638,10003
24277,2019,1,2499,96741,10003
24001,2019,1,4156,19816,10003
17652,2019,1,160,89869,10003
20275,2019,1,4020,97714,10003
38687,2019,1,4216,16614,10003
27810,2019,1,175,23961,10003
41749,2019,1,4682,16828,10003
12876,2019,1,4877,38820,10003
21363,2019,1,3331,19532,10003
33536,2019,1,4843,86709,10003
45356,2019,1,2569,46975,10003
23810,2019,1,3786,40914,10003
42172,2019,1,4102,57886,10003
46191,2019,1,4802,97242,10003
24748,2019,1,1489,32171,10003
38115,2019,1,3247,96359,10003
40521,2019,1,4366,82910,10003
43771,2019,1,1132,23485,10003
23371,2019,1,976,93643,10003
43270,2019,1,4186,18575,10003
29308,2019,1,1156,89011,10003
16679,2019,1,4647,17305,10003
30443,2019,1,3621,93308,10003
15285,2019,1,483,12954,10003
18201,2019,1,2109,75752,10003
23310,2019,1,288,4720,10003
28858,2019,1,3860,50738,10003
31068,2019,1,441,91765,10003
13800,2019,1,3884,32313,10003
29783,2019,1,887,5349,10003
38531,2019,1,1620,37054,10003
8613,2019,1,2402,67021,10003
43668,2019,1,3886,55231,10003
47124,2019,1,4173,32107,10003
10480,2019,1,488,26404,10003
35612,2019,1,1740,32216,10003
5887,2019,1,4735,25121,10003
38073,2019,1,3570,75741,10003
22275,2019,1,3328,59078,10003
49243,2019,1,1781,1458,10003
27002,2019,1,3296,11353,10003
19721,2019,1,4207,80365,10003
14258,2019,1,812,27050,10003
25491,2019,1,1668,12972,10003
20628,2019,1,222,61026,10003
10772,2019,1,498,30901,10003
48069,2019,1,411,83484,10003
5301,2019,1,1568,63034,10003
31864,2019,1,4894,64995,10003
1722,2019,1,4330,20222,10003
24828,2019,1,3916,96520,10003
10019,2019,1,2777,20180,10003
8278,2019,1,3742,29359,10003
38145,2019,1,2570,32037,10003
2626,2019,1,1802,3563,10003
48546,2019,1,3050,29346,10003
3100,2019,1,1779,49503,10003
17449,2019,1,3484,79949,10003
38374,2019,1,4801,92623,10003
2584,2019,1,4623,97610,10003
10553,2019,1,401,69911,10003
31345,2019,1,545,29360,10003
20645,2019,1,487,53767,10003
16252,2019,1,2705,63618,10003
47731,2019,1,3143,78797,10003
48089,2019,1,3988,73154,10003
16958,2019,1,2077,11792,10003
33732,2019,1,1617,90067,10003
15542,2019,1,795,86059,10003
28999,2019,1,796,64498,10003
24983,2019,1,500,48909,10003
20383,2019,1,3316,94142,10003
13122,2019,1,4872,38162,10003
21636,2019,1,4306,26472,10003
7952,2019,1,4110,90581,10003
34331,2019,1,2808,18488,10003
40792,2019,1,4403,31723,10003
7203,2019,1,3561,42333,10003
7084,2019,1,4275,42160,10003
23760,2019,1,3682,29657,10003
13875,2019,1,4949,68171,10003
13642,2019,1,3297,22778,10003
39769,2019,1,592,8243,10003
35399,2019,1,1103,40391,10003
47718,2019,1,4300,34529,10003
48529,2019,1,2209,4116,10003
11166,2019,1,1517,70935,10003
49667,2019,1,642,33443,10003
25789,2019,1,2522,25647,10003
31091,2019,1,1009,72100,10003
27290,2019,1,1839,14228,10003
16521,2019,1,4318,50995,10003
36228,2019,1,4030,91447,10003
23635,2019,1,3788,89331,10003
5859,2019,1,324,2951,10003
38459,2019,1,1493,40745,10003
13507,2019,1,3877,27946,10003
27026,2019,1,2472,31488,10003
43288,2019,1,2722,99627,10003
9021,2019,1,3413,618,10003
46844,2019,1,3009,37339,10003
25365,2019,1,3498,59182,10003
41451,2019,1,1899,70483,10003
15101,2019,1,1679,59941,10003
22842,2019,1,398,60009,10003
19303,2019,1,4953,30982,10003
34324,2019,1,934,60608,10003
38645,2019,1,620,28291,10003
8596,2019,1,406,62387,10003
23726,2019,1,4436,58277,10003
38859,2019,1,2995,1150,10003
36741,2019,1,4348,59922,10003
13559,2019,1,146,34943,10003
40918,2019,1,853,65961,10003
7411,2019,1,4720,57262,10003
15594,2019,1,2576,23529,10003
3054,2019,1,3719,10674,10003
10890,2019,1,2750,96081,10003
22141,2019,1,3812,26973,10003
35490,2019,1,4727,43674,10003
34177,2019,1,2571,94158,10003
31954,2019,1,4652,68944,10003
44571,2019,1,3725,60243,10003
18311,2019,1,4001,33761,10003
43087,2019,1,2602,99446,10003
5716,2019,1,3991,10815,10003
2362,2019,1,4483,40216,10003
17860,2019,1,3838,4763,10003
25508,2019,1,2192,46845,10003
28494,2019,1,2574,98560,10003
6867,2019,1,1653,51584,10003
25498,2019,1,263,19904,10003
2564,2019,1,3879,45881,10003
15134,2019,1,2651,16756,10003
25823,2019,1,112,98302,10003
16548,2019,1,1345,46324,10003
37323,2019,1,436,55815,10003
34809,2019,1,962,53301,10003
44132,2019,1,2489,91168,10003
43617,2019,1,2259,60250,10003
20244,2019,1,4711,22506,10003
47384,2019,1,1655,94568,10003
8055,2019,1,4166,18696,10003
34129,2019,1,1850,89401,10003
18049,2019,1,2911,7868,10003
16788,2019,1,1544,86973,10003
43807,2019,1,1923,55754,10003
8148,2019,1,1622,9217,10003
13891,2019,1,3988,96588,10003
42856,2019,1,2517,79165,10003
18573,2019,1,775,57519,10003
28772,2019,1,4962,30862,10003
24624,2019,1,3573,84463,10003
28995,2019,1,2331,48090,10003
47137,2019,1,1952,86872,10003
49629,2019,1,103,46268,10003
1671,2019,1,2073,80496,10003
38281,2019,1,851,74017,10003
26518,2019,1,3549,93453,10003
21242,2019,1,3370,50100,10003
33271,2019,1,4272,58734,10003
14551,2019,1,976,45146,10003
16332,2019,1,1074,66175,10003
43902,2019,1,4756,40503,10003
14766,2019,1,2965,5305,10003
19657,2019,1,1594,27808,10003
27548,2019,1,1601,88674,10003
40786,2019,1,3558,23802,10003
43745,2019,1,2955,30025,10003
9922,2019,1,1123,51836,10003
49074,2019,1,499,70503,10003
30314,2019,1,4005,77709,10003
43476,2019,1,721,29306,10003
32730,2019,1,4389,14745,10003
34028,2019,1,4947,26881,10003
1708,2019,1,1199,20971,10003
5392,2019,1,645,96633,10003
5845,2019,1,3510,8389,10003
20790,2019,1,796,93083,10003
28072,2019,1,2464,56065,10003
43414,2019,1,3327,491,10003
28296,2019,1,4674,1564,10003
34908,2019,1,3283,14164,10003
46920,2019,1,1620,28936,10003
8712,2019,1,922,45699,10003
39986,2019,1,2205,2177,10003
26077,2019,1,3327,25751,10003
33221,2019,1,3942,67850,10003
7429,2019,1,3937,21733,10003
37532,2019,1,1362,68429,10003
12188,2019,1,2149,84752,10003
8878,2019,1,1329,74624,10003
10076,2019,1,4494,97005,10003
29521,2019,1,2692,61609,10003
40845,2019,1,1766,48858,10003
6550,2019,1,436,50585,10003
10582,2019,1,2344,3324,10003
43698,2019,1,112,61783,10003
7039,2019,1,4705,86744,10003
31841,2019,1,3079,95432,10003
42929,2019,1,64,41922,10003
14368,2019,1,3728,1613,10003
29842,2019,1,1751,17659,10003
4051,2019,1,319,25005,10003
1141,2019,1,1206,48711,10003
20584,2019,1,4364,38789,10003
16090,2019,1,3284,27402,10003
45838,2019,1,1500,40218,10003
4174,2019,1,166,20405,10003
37074,2019,1,1147,75256,10003
37807,2019,1,4442,14795,10003
2747,2019,1,4926,31164,10003
49133,2019,1,3589,36031,10003
7661,2019,1,3619,89181,10003
27219,2019,1,2729,30917,10003
3386,2019,1,4602,12847,10003
13060,2019,1,1455,58390,10003
8406,2019,1,2183,28210,10003
2706,2019,1,4397,82805,10003
12953,2019,1,4972,98755,10003
3107,2019,1,4250,69646,10003
42004,2019,1,1334,3451,10003
24902,2019,1,4497,76330,10003
42291,2019,1,354,336,10003
1410,2019,1,946,51854,10003
1961,2019,1,1866,22327,10003
11981,2019,1,1146,27375,10003
28723,2019,1,4364,63107,10003
23301,2019,1,2586,23358,10003
36152,2019,1,2613,58144,10003
38250,2019,1,1501,90946,10003
41955,2019,1,1085,60439,10003
13582,2019,1,4738,83720,10003
47627,2019,1,280,53326,10003
16930,2019,1,319,80265,10003
38382,2019,1,519,60860,10003
5282,2019,1,1527,93487,10003
18797,2019,1,3521,47104,10003
22401,2019,1,103,61204,10003
24111,2019,1,2949,24376,10003
12824,2019,1,374,53561,10003
6110,2019,1,2545,88318,10003
33305,2019,1,4389,63272,10003
47722,2019,1,2886,86393,10003
10372,2019,1,178,59604,10003
16805,2019,1,81,43444,10003
11251,2019,1,1421,87449,10003
45007,2019,1,1706,19575,10003
19490,2019,1,3355,29758,10003
22758,2019,1,4200,65661,10003
40152,2019,1,2140,54046,10003
42469,2019,1,2732,11576,10003
16302,2019,1,2721,51802,10003
16583,2019,1,333,57781,10003
8382,2019,1,927,42907,10003
38673,2019,1,3215,19523,10003
24383,2019,1,2444,88502,10003
18421,2019,1,816,5901,10003
6657,2019,1,1848,3113,10003
32203,2019,1,31,52637,10003
37289,2019,1,2975,47547,10003
28151,2019,1,2247,97557,10003
34201,2019,1,434,25996,10003
32867,2019,1,3744,62163,10003
20037,2019,1,4215,86722,10003
24103,2019,1,2854,87067,10003
43113,2019,1,4346,42291,10003
28180,2019,1,3580,27828,10003
20272,2019,1,2227,10314,10003
34817,2019,1,2653,45974,10003
29208,2019,1,2814,23870,10003
46026,2019,1,1585,56194,10003
11563,2019,1,4630,32312,10003
39702,2019,1,3259,11931,10003
47544,2019,1,4592,68203,10003
3267,2019,1,2341,24810,10003
9208,2019,1,2535,21406,10003
40612,2019,1,2660,76741,10003
28286,2019,1,447,23901,10003
19459,2019,1,3729,58153,10003
6296,2019,1,2694,34332,10003
4434,2019,1,4763,82172,10003
6949,2019,1,4124,69082,10003
22834,2019,1,2442,92190,10003
34840,2019,1,4989,84810,10003
1183,2019,1,4534,32887,10003
36174,2019,1,2818,26411,10003
12056,2019,1,1007,35657,10003
38066,2019,1,4775,7414,10003
3480,2019,1,679,92327,10003
25281,2019,1,1139,34496,10003
47543,2019,1,2394,26288,10003
38819,2019,1,3716,17095,10003
27606,2019,1,59,52500,10003
12180,2019,1,4923,2856,10003
28956,2019,1,1392,26776,10003
39659,2019,1,1703,31371,10003
15803,2019,1,2022,42534,10003
9966,2019,1,4666,4697,10003
17052,2019,1,428,43626,10003
17123,2019,1,4531,91786,10003
6215,2019,1,3475,31525,10003
14361,2019,1,2913,93063,10003
5124,2019,1,4607,66510,10003
48961,2019,1,578,93530,10003
9088,2019,1,3717,38425,10003
40366,2019,1,1675,30716,10003
47955,2019,1,3803,26608,10003
17344,2019,1,1314,82126,10003
19259,2019,1,2363,52557,10003
18900,2019,1,2482,46794,10003
19840,2019,1,2152,87934,10003
32816,2019,1,1680,52656,10003
8085,2019,1,3741,53282,10003
35497,2019,1,3023,54569,10003
32914,2019,1,1490,34458,10003
30699,2019,1,1837,29601,10003
17211,2019,1,2112,21091,10003
12647,2019,1,4357,15257,10003
30117,2019,1,3187,86251,10003
43615,2019,1,2468,69612,10003
9074,2019,1,2668,13645,10003
2372,2019,1,2419,91340,10003
43124,2019,1,4937,72835,10003
13956,2019,1,3418,56177,10003
30857,2019,1,80,12379,10003
31693,2019,1,4240,37292,10003
13110,2019,1,3162,58574,10003
45630,2019,1,3549,74528,10003
28749,2019,1,1008,85666,10003
27356,2019,1,3466,1909,10003
48357,2019,1,412,24699,10003
26083,2019,1,681,96010,10003
19737,2019,1,1641,38170,10003
2661,2019,1,4369,81072,10003
13921,2019,1,4129,83391,10003
38450,2019,1,1628,12631,10003
12115,2019,1,3526,44068,10003
26416,2019,1,908,48313,10003
25329,2019,1,225,48484,10003
38016,2019,1,1483,98915,10003
41680,2019,1,1207,4352,10003
23385,2019,1,1186,93594,10003
26326,2019,1,1443,49266,10003
41730,2019,1,3355,26516,10003
1835,2019,1,887,73648,10003
10475,2019,1,1400,41881,10003
38239,2019,1,1174,11516,10003
42653,2019,1,1281,16343,10003
20348,2019,1,4538,51892,10003
45773,2019,1,1986,80686,10003
30720,2019,1,1869,76755,10003
