productsku,calendar_year,calendar_month,inventory,sales,retailer
38803,2019,1,4375,38401,10002
17085,2019,1,2029,64190,10002
25057,2019,1,604,91583,10002
49160,2019,1,319,64391,10002
9565,2019,1,3739,88842,10002
7513,2019,1,4028,50813,10002
28727,2019,1,949,71295,10002
27365,2019,1,2181,75229,10002
46808,2019,1,2867,19122,10002
29885,2019,1,2306,46140,10002
10638,2019,1,4594,25102,10002
17332,2019,1,221,91984,10002
32088,2019,1,961,39420,10002
19905,2019,1,3454,33330,10002
29078,2019,1,3484,61935,10002
32872,2019,1,187,4050,10002
39380,2019,1,2514,47299,10002
49189,2019,1,45,49837,10002
36440,2019,1,4706,63863,10002
43608,2019,1,692,47484,10002
8574,2019,1,43,92353,10002
48133,2019,1,590,18075,10002
9630,2019,1,496,26898,10002
5172,2019,1,2553,84547,10002
2020,2019,1,4678,88025,10002
25036,2019,1,3683,62273,10002
17600,2019,1,2673,82520,10002
27465,2019,1,559,70845,10002
41481,2019,1,2978,27225,10002
20909,2019,1,2900,60664,10002
11475,2019,1,486,86536,10002
1802,2019,1,630,81481,10002
4298,2019,1,3457,30556,10002
3630,2019,1,2622,70343,10002
1998,2019,1,944,75773,10002
47212,2019,1,1273,56980,10002
5797,2019,1,1146,28599,10002
20554,2019,1,4155,65642,10002
15959,2019,1,3419,20717,10002
32070,2019,1,207,27876,10002
2645,2019,1,599,90320,10002
18997,2019,1,347,47192,10002
40837,2019,1,4333,95026,10002
5003,2019,1,1417,67495,10002
12487,2019,1,1668,94849,10002
45505,2019,1,1103,86113,10002
25450,2019,1,3728,40238,10002
5658,2019,1,3243,37108,10002
21687,2019,1,1791,4134,10002
37197,2019,1,207,72521,10002
30634,2019,1,1413,18308,10002
47712,2019,1,4051,86012,10002
3395,2019,1,819,55498,10002
10832,2019,1,249,10426,10002
37640,2019,1,745,56397,10002
22297,2019,1,2992,50956,10002
21032,2019,1,4746,22796,10002
41566,2019,1,345,86058,10002
20254,2019,1,4389,66011,10002
33972,2019,1,4613,83207,10002
12993,2019,1,2548,96244,10002
10538,2019,1,1412,43249,10002
41763,2019,1,4912,55148,10002
4696,2019,1,4593,54717,10002
5808,2019,1,714,84829,10002
10097,2019,1,1941,54782,10002
11939,2019,1,1851,75984,10002
25178,2019,1,818,79347,10002
29396,2019,1,2674,30573,10002
9507,2019,1,834,47832,10002
23064,2019,1,4557,44275,10002
23004,2019,1,217,61281,10002
29585,2019,1,3680,11789,10002
16886,2019,1,121,8431,10002
1817,2019,1,2998,78530,10002
21885,2019,1,1835,27899,10002
24772,2019,1,3976,74763,10002
36554,2019,1,3800,61213,10002
12629,2019,1,4698,92510,10002
13839,2019,1,2731,87324,10002
24568,2019,1,4339,74977,10002
32860,2019,1,3526,36605,10002
7085,2019,1,3080,84206,10002
12064,2019,1,340,1679,10002
30719,2019,1,2162,46338,10002
45297,2019,1,2592,2121,10002
43333,2019,1,1586,21242,10002
31845,2019,1,967,91001,10002
24651,2019,1,3069,26821,10002
1897,2019,1,2570,604,10002
3807,2019,1,3135,37620,10002
43761,2019,1,3056,37150,10002
28994,2019,1,4222,74687,10002
36142,2019,1,761,91898,10002
46838,2019,1,3499,79875,10002
9137,2019,1,1780,67494,10002
12615,2019,1,1318,56211,10002
11955,2019,1,4125,77280,10002
7769,2019,1,1657,27300,10002
43537,2019,1,3979,13474,10002
24932,2019,1,1880,75638,10002
28280,2019,1,2840,31252,10002
1133,2019,1,4384,6964,10002
46253,2019,1,2383,98205,10002
15687,2019,1,4545,73232,10002
7612,2019,1,4515,60933,10002
26552,2019,1,3160,79143,10002
8089,2019,1,2559,67352,10002
23319,2019,1,2459,86516,10002
37870,2019,1,601,42659,10002
34160,2019,1,322,98896,10002
44345,2019,1,1159,52400,10002
31905,2019,1,3091,86269,10002
29936,2019,1,704,35341,10002
5051,2019,1,1777,96277,10002
18148,2019,1,2163,49072,10002
47540,2019,1,3536,17912,10002
25078,2019,1,4148,76464,10002
41325,2019,1,4173,48720,10002
48002,2019,1,162,15883,10002
42982,2019,1,241,50146,10002
25166,2019,1,4396,13392,10002
4873,2019,1,569,29480,10002
32353,2019,1,4819,96242,10002
49916,2019,1,1445,12097,10002
11912,2019,1,138,12042,10002
19976,2019,1,4596,55445,10002
44757,2019,1,162,61341,10002
29313,2019,1,4901,79040,10002
38376,2019,1,1501,31996,10002
9839,2019,1,1802,56890,10002
14164,2019,1,4631,4715,10002
47040,2019,1,2544,8865,10002
8434,2019,1,1285,77319,10002
19439,2019,1,3369,11760,10002
43998,2019,1,2579,38878,10002
5345,2019,1,4786,64512,10002
9792,2019,1,3813,60607,10002
13354,2019,1,3454,79241,10002
17346,2019,1,2066,43887,10002
28913,2019,1,4798,93523,10002
35443,2019,1,4636,44082,10002
43549,2019,1,1148,84093,10002
32248,2019,1,4177,91049,10002
45281,2019,1,3308,82576,10002
45211,2019,1,1840,49060,10002
8595,2019,1,1452,72250,10002
2105,2019,1,2345,39094,10002
5527,2019,1,4664,3733,10002
5854,2019,1,1777,18250,10002
10629,2019,1,239,29653,10002
25288,2019,1,3579,76812,10002
22244,2019,1,1381,83297,10002
1641,2019,1,2748,49303,10002
43547,2019,1,4551,86164,10002
10410,2019,1,1905,82509,10002
4357,2019,1,2038,15360,10002
4109,2019,1,4111,13609,10002
37558,2019,1,807,30784,10002
24400,2019,1,1697,52534,10002
29417,2019,1,3858,30110,10002
31531,2019,1,3789,92202,10002
13621,2019,1,4565,56919,10002
7229,2019,1,777,43464,10002
2305,2019,1,3708,84834,10002
1248,2019,1,946,39173,10002
9525,2019,1,543,29234,10002
45292,2019,1,4046,13643,10002
34037,2019,1,4182,89545,10002
4577,2019,1,3698,47086,10002
35377,2019,1,1478,44788,10002
2278,2019,1,3568,84401,10002
6283,2019,1,2173,9141,10002
9188,2019,1,3356,23634,10002
26952,2019,1,3966,76927,10002
32959,2019,1,3682,27431,10002
3881,2019,1,1069,66957,10002
15370,2019,1,2622,82414,10002
43008,2019,1,1726,46214,10002
28986,2019,1,4949,83398,10002
19930,2019,1,283,79107,10002
23122,2019,1,423,91178,10002
5456,2019,1,3891,67676,10002
9597,2019,1,2287,32502,10002
48598,2019,1,339,90560,10002
39699,2019,1,3299,79474,10002
46972,2019,1,4525,41541,10002
8267,2019,1,3716,81579,10002
6701,2019,1,4675,6799,10002
14008,2019,1,3272,68402,10002
9508,2019,1,1787,74829,10002
3316,2019,1,4752,49061,10002
11326,2019,1,4703,30938,10002
7239,2019,1,4839,28061,10002
3394,2019,1,3154,41344,10002
15493,2019,1,1290,78790,10002
17816,2019,1,2226,17675,10002
41671,2019,1,3175,92236,10002
32695,2019,1,3985,54031,10002
31065,2019,1,600,92193,10002
40315,2019,1,3110,23297,10002
32332,2019,1,267,65089,10002
20347,2019,1,4192,63467,10002
25901,2019,1,1121,74055,10002
44112,2019,1,1815,48500,10002
27424,2019,1,4941,30773,10002
22585,2019,1,3035,62899,10002
4457,2019,1,831,16643,10002
10793,2019,1,4392,33225,10002
10096,2019,1,1395,55381,10002
46545,2019,1,4475,61943,10002
43740,2019,1,4438,48670,10002
37338,2019,1,577,44942,10002
37598,2019,1,4090,16655,10002
37404,2019,1,1912,73400,10002
5115,2019,1,4466,14441,10002
22394,2019,1,2590,52294,10002
34713,2019,1,1884,20404,10002
49823,2019,1,595,85530,10002
25123,2019,1,2876,76909,10002
39496,2019,1,3758,69334,10002
38216,2019,1,2310,12536,10002
6496,2019,1,4321,63751,10002
48119,2019,1,1133,57493,10002
38666,2019,1,4400,56873,10002
38758,2019,1,3301,82584,10002
33364,2019,1,4112,41888,10002
13998,2019,1,4298,83579,10002
17492,2019,1,2227,27535,10002
9328,2019,1,1361,95353,10002
32023,2019,1,4322,22575,10002
24994,2019,1,2308,62662,10002
10946,2019,1,1290,64264,10002
20908,2019,1,2027,7628,10002
49993,2019,1,818,29056,10002
22422,2019,1,2826,15755,10002
1351,2019,1,2108,9902,10002
47083,2019,1,4939,19519,10002
23343,2019,1,3642,88908,10002
49986,2019,1,1042,86450,10002
10592,2019,1,1035,50927,10002
37417,2019,1,2276,79254,10002
42178,2019,1,4640,21670,10002
21461,2019,1,3030,31158,10002
39427,2019,1,3495,64990,10002
21978,2019,1,4323,20057,10002
22485,2019,1,1138,18649,10002
31776,2019,1,2545,46110,10002
41044,2019,1,121,82109,10002
16411,2019,1,3649,87581,10002
49459,2019,1,2960,57313,10002
37864,2019,1,4672,88704,10002
47738,2019,1,3286,69252,10002
16828,2019,1,1196,62845,10002
4781,2019,1,3120,81391,10002
28663,2019,1,2993,69729,10002
36182,2019,1,2056,35891,10002
3921,2019,1,1984,33435,10002
16527,2019,1,1358,50533,10002
7290,2019,1,4836,38666,10002
15957,2019,1,3994,11103,10002
48488,2019,1,1244,90890,10002
29270,2019,1,1873,82769,10002
35332,2019,1,2295,59407,10002
47314,2019,1,4930,64251,10002
46826,2019,1,2154,78815,10002
4676,2019,1,1176,18188,10002
9829,2019,1,4485,43233,10002
45368,2019,1,4352,7465,10002
26844,2019,1,598,9035,10002
6603,2019,1,3236,70449,10002
17807,2019,1,4962,34648,10002
24120,2019,1,3728,23466,10002
10015,2019,1,2180,58135,10002
8558,2019,1,14,62406,10002
42807,2019,1,4202,47986,10002
49642,2019,1,4628,90766,10002
16440,2019,1,4868,88046,10002
25402,2019,1,4704,74043,10002
26593,2019,1,487,50184,10002
17330,2019,1,1020,80566,10002
37557,2019,1,4227,30616,10002
45395,2019,1,412,14358,10002
2689,2019,1,1624,20726,10002
42211,2019,1,1657,22650,10002
6516,2019,1,1766,77219,10002
34420,2019,1,1708,34454,10002
49336,2019,1,1430,86852,10002
23093,2019,1,2891,24968,10002
14739,2019,1,2905,52356,10002
39936,2019,1,3714,64838,10002
29675,2019,1,466,19569,10002
17557,2019,1,3230,92289,10002
14222,2019,1,253,55542,10002
1692,2019,1,4445,23783,10002
44957,2019,1,2098,14544,10002
46308,2019,1,358,44749,10002
19647,2019,1,1196,73952,10002
42078,2019,1,1874,60688,10002
25763,2019,1,1079,96789,10002
3815,2019,1,2085,2053,10002
48987,2019,1,1310,33074,10002
39821,2019,1,1113,75858,10002
17569,2019,1,2007,57730,10002
1818,2019,1,473,63806,10002
7051,2019,1,4325,1038,10002
33217,2019,1,4792,73398,10002
18480,2019,1,4109,59440,10002
12959,2019,1,4870,74680,10002
34169,2019,1,2182,81405,10002
17546,2019,1,3808,26948,10002
21615,2019,1,1821,17210,10002
30089,2019,1,2833,47699,10002
29635,2019,1,2847,97703,10002
27098,2019,1,2355,39048,10002
49324,2019,1,3729,17126,10002
47949,2019,1,1820,8577,10002
9802,2019,1,4003,86952,10002
33887,2019,1,982,18459,10002
4023,2019,1,1938,76129,10002
48550,2019,1,2290,59419,10002
20271,2019,1,1498,51412,10002
47907,2019,1,2542,87714,10002
37748,2019,1,3569,10462,10002
17455,2019,1,724,49770,10002
1236,2019,1,4711,68911,10002
49564,2019,1,726,79479,10002
7158,2019,1,2529,94112,10002
14206,2019,1,70,69352,10002
22042,2019,1,3431,24044,10002
24277,2019,1,4448,17508,10002
24001,2019,1,2392,69267,10002
17652,2019,1,1531,26016,10002
20275,2019,1,4961,64196,10002
38687,2019,1,3262,26834,10002
27810,2019,1,4106,20447,10002
41749,2019,1,2713,98865,10002
12876,2019,1,4494,32485,10002
21363,2019,1,360,81348,10002
33536,2019,1,938,93063,10002
45356,2019,1,3543,66175,10002
23810,2019,1,133,61787,10002
42172,2019,1,2941,59158,10002
46191,2019,1,78,99086,10002
24748,2019,1,2580,33745,10002
38115,2019,1,4534,85798,10002
40521,2019,1,2544,24120,10002
43771,2019,1,4168,35039,10002
23371,2019,1,3318,14876,10002
43270,2019,1,53,89418,10002
29308,2019,1,556,61167,10002
16679,2019,1,1470,56103,10002
30443,2019,1,1713,16872,10002
15285,2019,1,772,56055,10002
18201,2019,1,3992,3276,10002
23310,2019,1,2365,12143,10002
28858,2019,1,3084,17565,10002
31068,2019,1,3411,52515,10002
13800,2019,1,2721,33769,10002
29783,2019,1,3663,73797,10002
38531,2019,1,3150,73793,10002
8613,2019,1,1346,89614,10002
43668,2019,1,2212,79010,10002
47124,2019,1,4097,55561,10002
10480,2019,1,2609,13978,10002
35612,2019,1,4838,81774,10002
5887,2019,1,2020,95317,10002
38073,2019,1,1917,43453,10002
22275,2019,1,2173,38161,10002
49243,2019,1,30,1431,10002
27002,2019,1,3226,97195,10002
19721,2019,1,2403,50070,10002
14258,2019,1,1373,20227,10002
25491,2019,1,1497,86694,10002
20628,2019,1,4148,81028,10002
10772,2019,1,3394,39462,10002
48069,2019,1,3232,29410,10002
5301,2019,1,2028,32725,10002
31864,2019,1,4076,48130,10002
1722,2019,1,4706,94749,10002
24828,2019,1,3717,62513,10002
10019,2019,1,1547,26685,10002
8278,2019,1,2406,38282,10002
38145,2019,1,4024,75586,10002
2626,2019,1,1593,52796,10002
48546,2019,1,736,57109,10002
3100,2019,1,4584,47646,10002
17449,2019,1,1771,76892,10002
38374,2019,1,2882,86179,10002
2584,2019,1,4322,27232,10002
10553,2019,1,3887,73994,10002
31345,2019,1,983,8721,10002
20645,2019,1,2331,9925,10002
16252,2019,1,2122,29544,10002
47731,2019,1,739,98696,10002
48089,2019,1,3197,63224,10002
16958,2019,1,464,9644,10002
33732,2019,1,3333,90489,10002
15542,2019,1,68,90373,10002
28999,2019,1,325,1542,10002
24983,2019,1,2067,69935,10002
20383,2019,1,4402,64250,10002
13122,2019,1,1812,89358,10002
21636,2019,1,2881,77831,10002
7952,2019,1,4018,73418,10002
34331,2019,1,3544,73091,10002
40792,2019,1,1154,2103,10002
7203,2019,1,960,97193,10002
7084,2019,1,1133,62377,10002
23760,2019,1,4379,72251,10002
13875,2019,1,3981,74901,10002
13642,2019,1,20,92408,10002
39769,2019,1,3767,42746,10002
35399,2019,1,1430,85045,10002
47718,2019,1,4632,54697,10002
48529,2019,1,2625,55353,10002
11166,2019,1,3391,45066,10002
49667,2019,1,1015,93902,10002
25789,2019,1,1135,83561,10002
31091,2019,1,3114,37995,10002
27290,2019,1,1762,85895,10002
16521,2019,1,1682,16191,10002
36228,2019,1,2574,55129,10002
23635,2019,1,2096,95679,10002
5859,2019,1,2258,11620,10002
38459,2019,1,4476,97400,10002
13507,2019,1,3220,51594,10002
27026,2019,1,2151,41428,10002
43288,2019,1,1719,20861,10002
9021,2019,1,909,54879,10002
46844,2019,1,1787,38719,10002
25365,2019,1,3260,76270,10002
41451,2019,1,2532,58090,10002
15101,2019,1,4420,28309,10002
22842,2019,1,3626,93615,10002
19303,2019,1,474,95743,10002
34324,2019,1,3980,52882,10002
38645,2019,1,4311,69481,10002
8596,2019,1,2768,39180,10002
23726,2019,1,834,70017,10002
38859,2019,1,2988,92737,10002
36741,2019,1,1343,55812,10002
13559,2019,1,2756,93028,10002
40918,2019,1,2981,50785,10002
7411,2019,1,2011,50260,10002
15594,2019,1,1404,31808,10002
3054,2019,1,1189,47397,10002
10890,2019,1,4204,27506,10002
22141,2019,1,4099,58354,10002
35490,2019,1,2971,28552,10002
34177,2019,1,544,68076,10002
31954,2019,1,3022,56711,10002
44571,2019,1,4356,47898,10002
18311,2019,1,2323,59409,10002
43087,2019,1,4803,12817,10002
5716,2019,1,3174,22324,10002
2362,2019,1,3223,84528,10002
17860,2019,1,3095,8518,10002
25508,2019,1,2757,40203,10002
28494,2019,1,3571,77389,10002
6867,2019,1,4239,46707,10002
25498,2019,1,750,19657,10002
2564,2019,1,120,99802,10002
15134,2019,1,2847,66394,10002
25823,2019,1,3778,95791,10002
16548,2019,1,3617,32698,10002
37323,2019,1,4415,10470,10002
34809,2019,1,1819,15778,10002
44132,2019,1,2661,5078,10002
43617,2019,1,4476,12693,10002
20244,2019,1,2921,94926,10002
47384,2019,1,1183,1568,10002
8055,2019,1,2352,20822,10002
34129,2019,1,3238,64514,10002
18049,2019,1,1031,10876,10002
16788,2019,1,4800,15628,10002
43807,2019,1,3745,60779,10002
8148,2019,1,2326,81821,10002
13891,2019,1,368,74637,10002
42856,2019,1,619,84745,10002
18573,2019,1,1402,69017,10002
28772,2019,1,1717,17456,10002
24624,2019,1,4540,67312,10002
28995,2019,1,4543,60996,10002
47137,2019,1,3323,95690,10002
49629,2019,1,1742,8753,10002
1671,2019,1,2218,45439,10002
38281,2019,1,4342,44754,10002
26518,2019,1,2671,32212,10002
21242,2019,1,1858,75082,10002
33271,2019,1,4984,90786,10002
14551,2019,1,4746,39890,10002
16332,2019,1,4131,25691,10002
43902,2019,1,3458,74926,10002
14766,2019,1,1735,45443,10002
19657,2019,1,288,50110,10002
27548,2019,1,4772,46286,10002
40786,2019,1,148,28938,10002
43745,2019,1,1048,99010,10002
9922,2019,1,2454,79250,10002
49074,2019,1,4161,90755,10002
30314,2019,1,2057,67324,10002
43476,2019,1,134,48886,10002
32730,2019,1,1978,42559,10002
34028,2019,1,4487,83757,10002
1708,2019,1,3620,22960,10002
5392,2019,1,1859,52890,10002
5845,2019,1,3450,8654,10002
20790,2019,1,224,65236,10002
28072,2019,1,192,17746,10002
43414,2019,1,3265,12447,10002
28296,2019,1,2804,5149,10002
34908,2019,1,2276,1168,10002
46920,2019,1,222,53831,10002
8712,2019,1,2078,80388,10002
39986,2019,1,463,56814,10002
26077,2019,1,3363,37612,10002
33221,2019,1,1537,75385,10002
7429,2019,1,4069,58844,10002
37532,2019,1,1350,86996,10002
12188,2019,1,529,22389,10002
8878,2019,1,1662,19983,10002
10076,2019,1,4747,62593,10002
29521,2019,1,2099,42820,10002
40845,2019,1,437,87430,10002
6550,2019,1,3060,79164,10002
10582,2019,1,202,39379,10002
43698,2019,1,862,74619,10002
7039,2019,1,186,80314,10002
31841,2019,1,4560,70131,10002
42929,2019,1,3929,89183,10002
14368,2019,1,4807,64031,10002
29842,2019,1,3354,85768,10002
4051,2019,1,1475,65157,10002
1141,2019,1,1964,29228,10002
20584,2019,1,4259,51215,10002
16090,2019,1,48,86156,10002
45838,2019,1,2104,27892,10002
4174,2019,1,2745,22268,10002
37074,2019,1,361,53951,10002
37807,2019,1,461,2083,10002
2747,2019,1,3922,11509,10002
49133,2019,1,3541,31241,10002
7661,2019,1,4961,76938,10002
27219,2019,1,3927,38454,10002
3386,2019,1,2695,74455,10002
13060,2019,1,2779,65651,10002
8406,2019,1,487,34749,10002
2706,2019,1,1469,13411,10002
12953,2019,1,575,52960,10002
3107,2019,1,3003,60301,10002
42004,2019,1,4327,49961,10002
24902,2019,1,3850,92157,10002
42291,2019,1,2372,85683,10002
1410,2019,1,3116,31492,10002
1961,2019,1,4926,24740,10002
11981,2019,1,1878,98089,10002
28723,2019,1,1136,2467,10002
23301,2019,1,2160,57490,10002
36152,2019,1,2814,96016,10002
38250,2019,1,366,67701,10002
41955,2019,1,4484,57711,10002
13582,2019,1,4998,16114,10002
47627,2019,1,3219,72422,10002
16930,2019,1,3098,65592,10002
38382,2019,1,4896,8488,10002
5282,2019,1,3556,72632,10002
18797,2019,1,4466,32728,10002
22401,2019,1,88,2553,10002
24111,2019,1,4980,20809,10002
12824,2019,1,2395,47262,10002
6110,2019,1,2823,88017,10002
33305,2019,1,2641,6398,10002
47722,2019,1,257,29832,10002
10372,2019,1,4770,51942,10002
16805,2019,1,532,1024,10002
11251,2019,1,2230,80764,10002
45007,2019,1,1187,74613,10002
19490,2019,1,4299,68076,10002
22758,2019,1,2416,27416,10002
40152,2019,1,4793,93168,10002
42469,2019,1,3077,11819,10002
16302,2019,1,1120,40409,10002
16583,2019,1,3595,61579,10002
8382,2019,1,4770,80779,10002
38673,2019,1,1602,15246,10002
24383,2019,1,3753,91242,10002
18421,2019,1,4223,7042,10002
6657,2019,1,1871,18981,10002
32203,2019,1,1037,7919,10002
37289,2019,1,345,7902,10002
28151,2019,1,503,45413,10002
34201,2019,1,4259,32005,10002
32867,2019,1,1498,4443,10002
20037,2019,1,532,34114,10002
24103,2019,1,51,7918,10002
43113,2019,1,4071,37930,10002
28180,2019,1,74,39866,10002
20272,2019,1,2374,2331,10002
34817,2019,1,971,4861,10002
29208,2019,1,2215,74816,10002
46026,2019,1,3702,10786,10002
11563,2019,1,1436,28830,10002
39702,2019,1,1038,84273,10002
47544,2019,1,750,23192,10002
3267,2019,1,3958,1983,10002
9208,2019,1,2780,32511,10002
40612,2019,1,169,7523,10002
28286,2019,1,2334,84969,10002
19459,2019,1,594,50699,10002
6296,2019,1,416,97570,10002
4434,2019,1,4524,55546,10002
6949,2019,1,4386,88118,10002
22834,2019,1,1531,87674,10002
34840,2019,1,4350,71985,10002
1183,2019,1,2318,36048,10002
36174,2019,1,4331,44485,10002
12056,2019,1,4187,61189,10002
38066,2019,1,4933,65754,10002
3480,2019,1,2687,54967,10002
25281,2019,1,1357,73924,10002
47543,2019,1,4101,9252,10002
38819,2019,1,1570,3824,10002
27606,2019,1,2062,96975,10002
12180,2019,1,3879,30846,10002
28956,2019,1,2361,15939,10002
39659,2019,1,3992,82703,10002
15803,2019,1,3421,76749,10002
9966,2019,1,2910,94446,10002
17052,2019,1,1941,53947,10002
17123,2019,1,4699,7166,10002
6215,2019,1,4215,95250,10002
14361,2019,1,2114,33165,10002
5124,2019,1,459,34493,10002
48961,2019,1,3258,65122,10002
9088,2019,1,1367,12181,10002
40366,2019,1,2511,24481,10002
47955,2019,1,2463,50836,10002
17344,2019,1,2612,55769,10002
19259,2019,1,1353,18829,10002
18900,2019,1,2647,99495,10002
19840,2019,1,289,44161,10002
32816,2019,1,1656,15465,10002
8085,2019,1,2514,55712,10002
35497,2019,1,3328,26574,10002
32914,2019,1,3759,34476,10002
30699,2019,1,3612,31326,10002
17211,2019,1,726,75671,10002
12647,2019,1,2921,13639,10002
30117,2019,1,592,90092,10002
43615,2019,1,4091,95021,10002
9074,2019,1,1171,30471,10002
2372,2019,1,1651,73003,10002
43124,2019,1,1739,22733,10002
13956,2019,1,4271,11878,10002
30857,2019,1,4123,34944,10002
31693,2019,1,1482,54990,10002
13110,2019,1,3816,99987,10002
45630,2019,1,1919,43053,10002
28749,2019,1,4146,99626,10002
27356,2019,1,1818,33627,10002
48357,2019,1,4627,103,10002
26083,2019,1,3525,94215,10002
19737,2019,1,396,54469,10002
2661,2019,1,986,5508,10002
13921,2019,1,3211,94626,10002
38450,2019,1,985,66298,10002
12115,2019,1,1700,40312,10002
26416,2019,1,1128,59759,10002
25329,2019,1,4398,21401,10002
38016,2019,1,484,14557,10002
41680,2019,1,1232,83464,10002
23385,2019,1,2962,34206,10002
26326,2019,1,1662,28383,10002
41730,2019,1,2170,35033,10002
1835,2019,1,627,56831,10002
10475,2019,1,2938,51089,10002
38239,2019,1,4130,37528,10002
42653,2019,1,1904,9005,10002
20348,2019,1,3305,71636,10002
