productsku,calendar_year,calendar_month,inventory,sales,retailer
3395,2019,1,875,75509,10001
10832,2019,1,3922,81880,10001
37640,2019,1,4688,25482,10001
22297,2019,1,400,28897,10001
21032,2019,1,3396,87230,10001
41566,2019,1,2572,30624,10001
20254,2019,1,312,64692,10001
33972,2019,1,260,58636,10001
12993,2019,1,4935,29984,10001
10538,2019,1,242,115,10001
41763,2019,1,4361,77457,10001
4696,2019,1,712,83807,10001
5808,2019,1,2970,29977,10001
10097,2019,1,4352,21941,10001
11939,2019,1,4332,65139,10001
25178,2019,1,1962,86592,10001
29396,2019,1,4494,45927,10001
9507,2019,1,2484,57936,10001
23064,2019,1,4466,61571,10001
23004,2019,1,177,82621,10001
29585,2019,1,3808,13108,10001
16886,2019,1,1960,33545,10001
1817,2019,1,1491,25542,10001
21885,2019,1,750,31765,10001
24772,2019,1,4032,48906,10001
36554,2019,1,4043,30011,10001
12629,2019,1,2356,98145,10001
13839,2019,1,4508,82520,10001
24568,2019,1,3771,26541,10001
32860,2019,1,754,59815,10001
7085,2019,1,1397,41188,10001
12064,2019,1,4086,79630,10001
30719,2019,1,1298,34568,10001
45297,2019,1,669,41119,10001
43333,2019,1,2504,65662,10001
31845,2019,1,641,68193,10001
24651,2019,1,2683,84836,10001
1897,2019,1,3908,23862,10001
3807,2019,1,973,39180,10001
43761,2019,1,2711,80247,10001
28994,2019,1,2321,28777,10001
36142,2019,1,2324,74844,10001
46838,2019,1,254,13998,10001
9137,2019,1,3929,72974,10001
12615,2019,1,3871,55902,10001
11955,2019,1,1661,17496,10001
7769,2019,1,3014,85131,10001
43537,2019,1,1722,41313,10001
24932,2019,1,1068,68181,10001
28280,2019,1,550,60760,10001
1133,2019,1,544,47458,10001
46253,2019,1,550,7106,10001
15687,2019,1,4685,36434,10001
7612,2019,1,4954,58741,10001
26552,2019,1,3583,22849,10001
8089,2019,1,595,87658,10001
23319,2019,1,2400,88843,10001
37870,2019,1,208,99514,10001
34160,2019,1,530,48291,10001
44345,2019,1,2151,17272,10001
31905,2019,1,4558,15799,10001
29936,2019,1,895,85376,10001
5051,2019,1,3610,49407,10001
18148,2019,1,2519,73240,10001
47540,2019,1,2592,36805,10001
25078,2019,1,1116,96362,10001
41325,2019,1,1211,70797,10001
48002,2019,1,208,44614,10001
42982,2019,1,4196,20993,10001
25166,2019,1,3672,23935,10001
4873,2019,1,2180,13143,10001
32353,2019,1,1833,95215,10001
49916,2019,1,1224,71897,10001
11912,2019,1,85,38937,10001
19976,2019,1,2734,61861,10001
44757,2019,1,3480,48863,10001
29313,2019,1,1614,64987,10001
38376,2019,1,1925,99922,10001
9839,2019,1,3632,63638,10001
14164,2019,1,2018,32401,10001
47040,2019,1,3751,99542,10001
8434,2019,1,2185,39671,10001
19439,2019,1,3455,84782,10001
43998,2019,1,528,25664,10001
5345,2019,1,1841,50363,10001
9792,2019,1,921,79563,10001
13354,2019,1,2013,82249,10001
17346,2019,1,2418,91304,10001
28913,2019,1,4053,96628,10001
35443,2019,1,1361,76711,10001
43549,2019,1,1534,2256,10001
32248,2019,1,756,90436,10001
45281,2019,1,3818,97200,10001
45211,2019,1,2406,2426,10001
8595,2019,1,1074,86384,10001
2105,2019,1,3528,37323,10001
5527,2019,1,2118,28589,10001
5854,2019,1,1163,4002,10001
10629,2019,1,1630,34033,10001
25288,2019,1,4607,37925,10001
22244,2019,1,200,2528,10001
1641,2019,1,3157,66155,10001
43547,2019,1,852,99539,10001
10410,2019,1,3716,37744,10001
4357,2019,1,3397,27229,10001
4109,2019,1,3159,16771,10001
37558,2019,1,83,27752,10001
24400,2019,1,447,61089,10001
29417,2019,1,1405,7026,10001
31531,2019,1,3172,60326,10001
13621,2019,1,166,31004,10001
7229,2019,1,4754,81348,10001
2305,2019,1,4848,94903,10001
1248,2019,1,154,89297,10001
9525,2019,1,823,53284,10001
45292,2019,1,1127,18747,10001
34037,2019,1,2069,29206,10001
4577,2019,1,4823,2570,10001
35377,2019,1,258,74146,10001
2278,2019,1,633,71458,10001
6283,2019,1,2306,34400,10001
9188,2019,1,2402,94212,10001
26952,2019,1,1346,25432,10001
32959,2019,1,4339,99405,10001
3881,2019,1,2393,18166,10001
15370,2019,1,4852,83910,10001
43008,2019,1,2035,62854,10001
28986,2019,1,2927,35448,10001
19930,2019,1,3370,72706,10001
23122,2019,1,3761,48444,10001
5456,2019,1,3739,81492,10001
9597,2019,1,1451,92054,10001
48598,2019,1,4993,79112,10001
39699,2019,1,3379,15254,10001
46972,2019,1,3926,5669,10001
8267,2019,1,2579,40058,10001
6701,2019,1,1931,1945,10001
14008,2019,1,4531,35358,10001
9508,2019,1,356,17999,10001
3316,2019,1,777,49534,10001
11326,2019,1,2956,49061,10001
7239,2019,1,1251,86026,10001
3394,2019,1,1978,52573,10001
15493,2019,1,4324,63262,10001
17816,2019,1,1392,7786,10001
41671,2019,1,797,3291,10001
32695,2019,1,3912,78377,10001
31065,2019,1,3348,82985,10001
40315,2019,1,3999,75776,10001
32332,2019,1,2097,77873,10001
20347,2019,1,4527,49909,10001
25901,2019,1,995,17162,10001
44112,2019,1,2005,34520,10001
27424,2019,1,4482,23626,10001
22585,2019,1,810,87204,10001
4457,2019,1,3069,56126,10001
10793,2019,1,1071,50589,10001
10096,2019,1,223,95818,10001
46545,2019,1,2469,51809,10001
43740,2019,1,2222,48032,10001
37338,2019,1,4089,4140,10001
37598,2019,1,3128,77676,10001
37404,2019,1,1170,55221,10001
5115,2019,1,1494,18465,10001
22394,2019,1,2428,43587,10001
34713,2019,1,2743,79298,10001
49823,2019,1,4407,15909,10001
25123,2019,1,3209,30236,10001
39496,2019,1,2186,36524,10001
38216,2019,1,4188,83860,10001
6496,2019,1,2030,1368,10001
48119,2019,1,4534,13621,10001
38666,2019,1,182,41337,10001
38758,2019,1,4928,25659,10001
33364,2019,1,3518,73450,10001
13998,2019,1,1464,77537,10001
17492,2019,1,235,316,10001
9328,2019,1,3994,2485,10001
32023,2019,1,2644,6799,10001
24994,2019,1,78,5145,10001
10946,2019,1,443,96979,10001
20908,2019,1,3097,53191,10001
49993,2019,1,1895,16532,10001
22422,2019,1,1777,9950,10001
1351,2019,1,4274,36719,10001
47083,2019,1,1485,51242,10001
23343,2019,1,4197,6447,10001
49986,2019,1,3236,17084,10001
10592,2019,1,3333,99129,10001
37417,2019,1,1778,7588,10001
42178,2019,1,522,57390,10001
21461,2019,1,2820,45313,10001
39427,2019,1,4985,68948,10001
21978,2019,1,4309,62001,10001
22485,2019,1,2764,62933,10001
31776,2019,1,3017,17419,10001
41044,2019,1,2904,91361,10001
16411,2019,1,3678,46462,10001
49459,2019,1,4509,90280,10001
37864,2019,1,1480,96033,10001
47738,2019,1,2493,55258,10001
16828,2019,1,4054,7544,10001
4781,2019,1,3502,11880,10001
28663,2019,1,1078,26618,10001
36182,2019,1,1187,57056,10001
3921,2019,1,1512,20885,10001
16527,2019,1,2665,77930,10001
7290,2019,1,460,29733,10001
15957,2019,1,340,95680,10001
48488,2019,1,4042,76639,10001
29270,2019,1,3174,45777,10001
35332,2019,1,2172,14125,10001
47314,2019,1,1827,99519,10001
46826,2019,1,3998,99487,10001
4676,2019,1,3390,95769,10001
9829,2019,1,4741,12011,10001
45368,2019,1,3239,88667,10001
26844,2019,1,908,19945,10001
6603,2019,1,1071,83783,10001
17807,2019,1,1826,91244,10001
24120,2019,1,549,83915,10001
10015,2019,1,1930,66422,10001
8558,2019,1,3165,3338,10001
42807,2019,1,3653,21548,10001
49642,2019,1,1438,59733,10001
16440,2019,1,4173,2154,10001
25402,2019,1,3506,16466,10001
26593,2019,1,2582,67613,10001
17330,2019,1,4085,73751,10001
37557,2019,1,3213,69128,10001
45395,2019,1,2664,66488,10001
2689,2019,1,367,59492,10001
42211,2019,1,2006,20398,10001
6516,2019,1,4882,28698,10001
34420,2019,1,4415,56712,10001
49336,2019,1,1310,19707,10001
23093,2019,1,714,60451,10001
14739,2019,1,1906,45365,10001
39936,2019,1,522,1176,10001
29675,2019,1,3420,83195,10001
17557,2019,1,4393,37045,10001
14222,2019,1,139,78920,10001
1692,2019,1,244,49171,10001
44957,2019,1,4737,66656,10001
46308,2019,1,1778,86267,10001
19647,2019,1,3803,66641,10001
42078,2019,1,4833,3013,10001
25763,2019,1,2050,77631,10001
3815,2019,1,3060,53950,10001
48987,2019,1,3537,66359,10001
39821,2019,1,1790,97400,10001
17569,2019,1,1495,28250,10001
1818,2019,1,1427,76982,10001
7051,2019,1,3339,60787,10001
33217,2019,1,1542,66557,10001
18480,2019,1,2361,1280,10001
12959,2019,1,4725,46616,10001
34169,2019,1,2410,20787,10001
17546,2019,1,372,83252,10001
21615,2019,1,824,28445,10001
30089,2019,1,3217,16099,10001
29635,2019,1,2496,39519,10001
27098,2019,1,2214,22076,10001
49324,2019,1,1958,74929,10001
47949,2019,1,1526,17219,10001
9802,2019,1,677,84717,10001
33887,2019,1,927,69262,10001
4023,2019,1,2991,92196,10001
48550,2019,1,4995,29431,10001
20271,2019,1,2782,28908,10001
47907,2019,1,3397,70775,10001
37748,2019,1,1432,75847,10001
17455,2019,1,1842,53583,10001
1236,2019,1,4347,30773,10001
49564,2019,1,468,42067,10001
7158,2019,1,1054,19645,10001
14206,2019,1,4025,62569,10001
22042,2019,1,4665,50466,10001
24277,2019,1,1846,45864,10001
24001,2019,1,4021,79418,10001
17652,2019,1,2211,66746,10001
20275,2019,1,1891,33523,10001
38687,2019,1,833,85727,10001
27810,2019,1,1454,55070,10001
41749,2019,1,1902,35536,10001
12876,2019,1,4934,29475,10001
21363,2019,1,4624,25117,10001
33536,2019,1,1674,96105,10001
45356,2019,1,3780,72610,10001
23810,2019,1,4490,37204,10001
42172,2019,1,4991,77596,10001
46191,2019,1,1798,99167,10001
24748,2019,1,742,90583,10001
38115,2019,1,855,59757,10001
40521,2019,1,2003,79070,10001
43771,2019,1,1862,49935,10001
23371,2019,1,2199,35901,10001
43270,2019,1,2941,42868,10001
29308,2019,1,2798,6777,10001
16679,2019,1,3006,91134,10001
30443,2019,1,4870,43307,10001
15285,2019,1,1221,13218,10001
18201,2019,1,921,34708,10001
23310,2019,1,2859,88267,10001
28858,2019,1,4471,58015,10001
31068,2019,1,3571,73767,10001
13800,2019,1,3339,80505,10001
29783,2019,1,970,6814,10001
38531,2019,1,4680,58800,10001
8613,2019,1,1815,45979,10001
43668,2019,1,2402,91804,10001
47124,2019,1,96,93836,10001
10480,2019,1,3701,22249,10001
35612,2019,1,3019,41269,10001
5887,2019,1,2889,24929,10001
38073,2019,1,4930,20419,10001
22275,2019,1,508,75418,10001
49243,2019,1,3701,51386,10001
27002,2019,1,705,14791,10001
19721,2019,1,2564,63706,10001
14258,2019,1,1837,22945,10001
25491,2019,1,1000,50615,10001
20628,2019,1,648,36728,10001
10772,2019,1,3660,21117,10001
48069,2019,1,359,95587,10001
5301,2019,1,4679,60895,10001
31864,2019,1,3161,39933,10001
1722,2019,1,1268,47184,10001
24828,2019,1,4272,78975,10001
10019,2019,1,4629,60731,10001
8278,2019,1,1139,82154,10001
38145,2019,1,227,28530,10001
2626,2019,1,484,83086,10001
48546,2019,1,398,8971,10001
3100,2019,1,3192,59362,10001
17449,2019,1,2650,31396,10001
38374,2019,1,855,92700,10001
2584,2019,1,188,62436,10001
10553,2019,1,2126,32999,10001
31345,2019,1,2492,65438,10001
20645,2019,1,3853,70995,10001
16252,2019,1,1657,14925,10001
47731,2019,1,919,26608,10001
48089,2019,1,1432,98415,10001
16958,2019,1,1740,21154,10001
33732,2019,1,1135,23075,10001
15542,2019,1,2058,87982,10001
28999,2019,1,2331,60274,10001
24983,2019,1,2222,86360,10001
20383,2019,1,138,15271,10001
13122,2019,1,2789,68557,10001
21636,2019,1,1273,92244,10001
7952,2019,1,3576,41781,10001
34331,2019,1,3975,99753,10001
40792,2019,1,1266,15715,10001
7203,2019,1,2230,16528,10001
7084,2019,1,1002,21994,10001
23760,2019,1,3341,63191,10001
13875,2019,1,2816,69134,10001
13642,2019,1,2768,91694,10001
39769,2019,1,3372,20787,10001
35399,2019,1,1058,30562,10001
47718,2019,1,1024,55656,10001
48529,2019,1,4421,85327,10001
11166,2019,1,4361,20309,10001
49667,2019,1,1497,84874,10001
25789,2019,1,2274,25603,10001
31091,2019,1,4667,90036,10001
27290,2019,1,314,53747,10001
16521,2019,1,652,71278,10001
36228,2019,1,3904,24011,10001
23635,2019,1,4960,44163,10001
5859,2019,1,2757,27528,10001
38459,2019,1,4893,58546,10001
13507,2019,1,4129,40073,10001
27026,2019,1,4699,31548,10001
43288,2019,1,1600,10134,10001
9021,2019,1,2327,69155,10001
46844,2019,1,1294,30761,10001
25365,2019,1,4913,28372,10001
41451,2019,1,3609,32356,10001
15101,2019,1,1417,65065,10001
22842,2019,1,829,97905,10001
19303,2019,1,1965,67541,10001
34324,2019,1,1370,4742,10001
38645,2019,1,567,88937,10001
8596,2019,1,679,911,10001
23726,2019,1,2293,5440,10001
38859,2019,1,2663,97916,10001
36741,2019,1,581,98929,10001
13559,2019,1,2935,84995,10001
40918,2019,1,2836,68442,10001
7411,2019,1,2821,81837,10001
15594,2019,1,2729,78860,10001
3054,2019,1,2201,61610,10001
10890,2019,1,645,18732,10001
22141,2019,1,2124,67215,10001
35490,2019,1,941,82587,10001
34177,2019,1,168,90324,10001
31954,2019,1,2593,97115,10001
44571,2019,1,9,88332,10001
18311,2019,1,2784,82985,10001
43087,2019,1,1195,22410,10001
5716,2019,1,4667,54424,10001
2362,2019,1,83,35139,10001
17860,2019,1,1450,38373,10001
25508,2019,1,4229,31943,10001
28494,2019,1,3701,59097,10001
6867,2019,1,3475,93630,10001
25498,2019,1,3919,60692,10001
2564,2019,1,1214,560,10001
15134,2019,1,2925,52196,10001
25823,2019,1,4945,93982,10001
16548,2019,1,586,1738,10001
37323,2019,1,3522,25687,10001
34809,2019,1,4634,41773,10001
44132,2019,1,3842,43564,10001
43617,2019,1,1720,84985,10001
20244,2019,1,587,98479,10001
47384,2019,1,4106,32670,10001
8055,2019,1,4767,50388,10001
34129,2019,1,36,58793,10001
18049,2019,1,1891,56251,10001
16788,2019,1,4270,40293,10001
43807,2019,1,4986,76240,10001
8148,2019,1,3870,29376,10001
13891,2019,1,4039,17391,10001
42856,2019,1,597,98855,10001
18573,2019,1,553,87557,10001
28772,2019,1,4709,35014,10001
24624,2019,1,3142,75532,10001
28995,2019,1,169,93658,10001
47137,2019,1,3505,16479,10001
49629,2019,1,4393,2056,10001
1671,2019,1,2630,92675,10001
38281,2019,1,3614,61978,10001
26518,2019,1,358,11076,10001
21242,2019,1,611,70122,10001
33271,2019,1,2486,50983,10001
14551,2019,1,4484,3188,10001
16332,2019,1,1340,33199,10001
43902,2019,1,4919,45909,10001
14766,2019,1,2516,6014,10001
19657,2019,1,3737,71938,10001
27548,2019,1,3313,98865,10001
40786,2019,1,2683,61868,10001
43745,2019,1,2610,27124,10001
9922,2019,1,4370,59154,10001
49074,2019,1,310,13311,10001
30314,2019,1,4440,20913,10001
43476,2019,1,4238,8428,10001
32730,2019,1,1576,73389,10001
34028,2019,1,3836,65410,10001
1708,2019,1,4670,68013,10001
5392,2019,1,49,29541,10001
5845,2019,1,1542,33907,10001
20790,2019,1,4216,69787,10001
28072,2019,1,2933,72146,10001
43414,2019,1,3033,51081,10001
28296,2019,1,4248,52103,10001
34908,2019,1,2185,48026,10001
46920,2019,1,1091,73513,10001
8712,2019,1,133,55369,10001
39986,2019,1,32,70461,10001
26077,2019,1,2133,29395,10001
33221,2019,1,1131,11469,10001
7429,2019,1,165,22865,10001
37532,2019,1,275,30957,10001
12188,2019,1,721,67766,10001
8878,2019,1,2079,82693,10001
10076,2019,1,729,49569,10001
29521,2019,1,13,52195,10001
40845,2019,1,2639,95143,10001
6550,2019,1,936,43672,10001
10582,2019,1,1663,26795,10001
43698,2019,1,2947,55212,10001
7039,2019,1,4672,50298,10001
31841,2019,1,496,51301,10001
42929,2019,1,1527,66276,10001
14368,2019,1,4328,51511,10001
29842,2019,1,4132,85002,10001
4051,2019,1,1430,56440,10001
1141,2019,1,1713,86272,10001
20584,2019,1,2946,24459,10001
16090,2019,1,2136,83783,10001
45838,2019,1,2721,84524,10001
4174,2019,1,4175,95390,10001
37074,2019,1,2275,78174,10001
37807,2019,1,1731,11958,10001
2747,2019,1,4081,58403,10001
49133,2019,1,3054,28506,10001
7661,2019,1,36,12506,10001
27219,2019,1,1772,73820,10001
3386,2019,1,3083,50577,10001
13060,2019,1,789,33008,10001
8406,2019,1,3177,79088,10001
2706,2019,1,550,66914,10001
12953,2019,1,4705,7228,10001
3107,2019,1,4107,66781,10001
42004,2019,1,3995,88630,10001
24902,2019,1,2092,68861,10001
42291,2019,1,1904,81929,10001
1410,2019,1,1718,88136,10001
1961,2019,1,1244,50811,10001
11981,2019,1,884,38057,10001
28723,2019,1,3005,98091,10001
23301,2019,1,4306,61801,10001
36152,2019,1,1546,50503,10001
38250,2019,1,1866,12531,10001
41955,2019,1,3461,9136,10001
13582,2019,1,526,98750,10001
47627,2019,1,4578,19377,10001
16930,2019,1,4587,4065,10001
38382,2019,1,1066,21714,10001
5282,2019,1,4939,64234,10001
18797,2019,1,3891,88768,10001
22401,2019,1,211,78683,10001
24111,2019,1,3664,80189,10001
12824,2019,1,4940,50327,10001
6110,2019,1,4295,42550,10001
33305,2019,1,1771,62011,10001
47722,2019,1,1220,43928,10001
10372,2019,1,3432,66595,10001
16805,2019,1,1694,1711,10001
11251,2019,1,2397,42891,10001
45007,2019,1,2531,2082,10001
19490,2019,1,3623,39174,10001
22758,2019,1,2879,67927,10001
40152,2019,1,2651,86753,10001
42469,2019,1,3251,58929,10001
16302,2019,1,4490,27091,10001
16583,2019,1,4500,65651,10001
8382,2019,1,4469,30457,10001
38673,2019,1,3706,55048,10001
24383,2019,1,4438,69964,10001
18421,2019,1,2757,86745,10001
6657,2019,1,3013,62727,10001
32203,2019,1,696,42885,10001
37289,2019,1,3529,78987,10001
28151,2019,1,1519,74669,10001
34201,2019,1,3515,3678,10001
32867,2019,1,2616,66486,10001
20037,2019,1,3358,34194,10001
24103,2019,1,614,36687,10001
43113,2019,1,3554,24295,10001
28180,2019,1,4219,24793,10001
20272,2019,1,2412,60750,10001
34817,2019,1,2663,69132,10001
29208,2019,1,954,17323,10001
46026,2019,1,584,14300,10001
11563,2019,1,4104,84740,10001
39702,2019,1,2843,60798,10001
47544,2019,1,1371,44254,10001
3267,2019,1,4807,14321,10001
9208,2019,1,3828,82250,10001
40612,2019,1,2582,28656,10001
28286,2019,1,1205,71414,10001
19459,2019,1,2550,30899,10001
6296,2019,1,1135,42116,10001
4434,2019,1,1970,18653,10001
6949,2019,1,551,62742,10001
22834,2019,1,2523,22753,10001
34840,2019,1,4484,13278,10001
1183,2019,1,1712,65051,10001
36174,2019,1,549,87269,10001
12056,2019,1,2164,45959,10001
38066,2019,1,3873,44448,10001
3480,2019,1,3584,88785,10001
25281,2019,1,3481,18858,10001
47543,2019,1,2659,81314,10001
38819,2019,1,232,31258,10001
27606,2019,1,221,98394,10001
12180,2019,1,553,23833,10001
28956,2019,1,2728,96970,10001
39659,2019,1,4741,39349,10001
15803,2019,1,1195,97263,10001
9966,2019,1,4544,26236,10001
17052,2019,1,3785,86416,10001
17123,2019,1,720,37712,10001
6215,2019,1,1884,40240,10001
14361,2019,1,2248,61897,10001
5124,2019,1,2486,43039,10001
48961,2019,1,1349,29461,10001
9088,2019,1,2970,12627,10001
40366,2019,1,431,79309,10001
47955,2019,1,4946,43822,10001
17344,2019,1,2743,22281,10001
19259,2019,1,54,66022,10001
18900,2019,1,2558,5224,10001
19840,2019,1,4492,6826,10001
32816,2019,1,850,43606,10001
8085,2019,1,374,71449,10001
35497,2019,1,1369,48639,10001
32914,2019,1,2464,83792,10001
30699,2019,1,3786,7051,10001
17211,2019,1,4066,30614,10001
12647,2019,1,958,45803,10001
30117,2019,1,1186,86880,10001
43615,2019,1,3645,7211,10001
9074,2019,1,3345,5097,10001
2372,2019,1,3126,57523,10001
43124,2019,1,1130,73289,10001
13956,2019,1,2296,3764,10001
30857,2019,1,1786,7338,10001
31693,2019,1,3582,80200,10001
13110,2019,1,3037,27157,10001
45630,2019,1,3406,12490,10001
28749,2019,1,1767,18271,10001
27356,2019,1,4279,71820,10001
48357,2019,1,1023,28322,10001
26083,2019,1,5,38434,10001
19737,2019,1,2802,14452,10001
2661,2019,1,2651,71169,10001
13921,2019,1,4644,17183,10001
38450,2019,1,4246,40208,10001
12115,2019,1,3294,73354,10001
26416,2019,1,2717,43367,10001
25329,2019,1,2114,23155,10001
38016,2019,1,3401,94864,10001
41680,2019,1,3513,61885,10001
23385,2019,1,3931,81177,10001
26326,2019,1,3755,20421,10001
41730,2019,1,1187,84537,10001
1835,2019,1,3623,97069,10001
10475,2019,1,3527,94357,10001
38239,2019,1,3884,57956,10001
42653,2019,1,1554,42772,10001
20348,2019,1,687,68089,10001
45773,2019,1,2304,44136,10001
